period,region,qty_bills,total_bills,qty_pays,total_pays,qty_pay_adjust,qty_sb,sb_total,qty_incs,total_incs,qty_pfs,total_pfs,pays_vs_bills,%_real_apparent_delinquency,bills_vs_qty_sbs,cost_per_prop,total_inc_per_prop,qty_pf_per_prop,totla_pf_per_prop
2022-02-01,Arica y Parinacota,2183.0,226645526,1659,102610412,6,344,107802871,1,5000,681,4267055,0.7572148419606046,45.2735219666326,0.157581310123683,49382.90013742556,0.00463809539914758,0.3119560238204306,1954.674759505268
2022-02-01,Atacama,604.0,66379361,242,11339053,6,77,17450538,0,0,54,1894000,0.39072847682119205,17.082196678573027,0.12748344370860928,28891.619205298015,0.0,0.08940397350993377,3135.7615894039736
2022-02-01,Aysén,179.0,14768615,204,10399158,55,34,9201508,1,0,16,1275460,0.8324022346368715,70.41390137125248,0.18994413407821228,51405.072625698325,0.0,0.0893854748603352,7125.474860335195
2022-02-01,Bio Bio,358.0,23088454,299,14700546,3,80,12462151,0,0,35,294918,0.8268156424581006,63.67055152328519,0.22346368715083798,34810.477653631286,0.0,0.09776536312849161,823.7932960893854
2022-02-01,Bío Bío,12055.0,1145370520,10034,588018889,768,2297,510352944,3,141953,2304,17718064,0.7686437163002904,51.338748355423014,0.19054334301119868,42335.37486520116,0.02781467250632731,0.19112401493156367,1469.7688925756947
2022-02-01,Coquimbo,6430.0,2341886769,4765,597656923,180,1229,551596772,0,0,1405,13891982,0.7130637636080871,25.520316819382483,0.19113530326594091,85784.87900466564,0.0,0.21850699844479005,2160.494867807154
2022-02-01,Los Lagos,5658.0,759971054,4065,296748536,131,1113,377467222,1,18491267,988,14207140,0.695298692117356,39.04734719014706,0.19671261930010606,66713.89572287028,4.898774230521133,0.1746200070696359,2510.9826793920115
2022-02-01,Los Ríos,1077.0,124240662,860,75211899,47,230,68643960,0,0,40,479126,0.754874651810585,60.53726516685818,0.2135561745589601,63736.267409470755,0.0,0.03714020427112349,444.8709377901578
2022-02-01,Los Ríos Region,82.0,25912224,105,13143645,30,19,9879340,0,0,82,1077152,0.9146341463414634,50.72372406166294,0.23170731707317074,120479.75609756098,0.0,1.0,13136.0
2022-02-01,Los lagos,160.0,7700891,214,5893869,0,19,4803420,0,0,3,82866,1.3375,76.53489706580706,0.11875,30021.375,0.0,0.01875,517.9125
2022-02-01,Magallanes y la Antártica Chilena,28.0,13355130,15,13241177,0,35,12925677,0,0,1,429400,0.5357142857142857,99.1467473547618,1.25,461631.3214285714,0.0,0.03571428571428571,15335.714285714286
2022-02-01,Maule,1751.0,113184754,1497,67480491,43,231,70269481,3,8081884,391,1850726,0.8303826384922901,59.619770874794675,0.13192461450599657,40131.05711022273,11.501271796784723,0.22330097087378642,1056.9537407195887
2022-02-01,O'Higgins,1847.0,399069374,1631,109529336,220,365,98292466,2,0,662,26584228,0.7639415268002165,27.446189343509985,0.19761775852734165,53217.361126150514,0.0,0.35841905793178125,14393.193286410395
2022-02-01,RM,431.0,112468695,398,32452826,52,124,35874655,0,0,152,3254762,0.802784222737819,28.85498582516673,0.2877030162412993,83235.8584686775,0.0,0.35266821345707655,7551.651972157772
2022-02-01,Región Metropolitana,250428.0,47848048150,229944,21681315458,26209,59572,20875261023,205,28085552,80019,1087236945,0.8135472071813056,45.312852449133814,0.23788074815915153,83358.3346231252,0.13453988416746418,0.3195289664095069,4341.515106138291
2022-02-01,Región de Antofagasta,3476.0,622451388,3213,231410969,401,439,197609650,0,0,696,11693500,0.80897583429229,37.17735608937224,0.1262945914844649,56849.72669735328,0.0,0.2002301495972382,3364.0678941311853
2022-02-01,Región de Arica y Parinacota,600.0,62759651,597,38687928,60,117,34898575,0,0,2,113213,0.895,61.64458753921369,0.195,58164.291666666664,0.0,0.0033333333333333335,188.68833333333333
2022-02-01,Región de Atacama,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2022-02-01,Región de Coquimbo,3318.0,575702629,2741,181926304,501,648,190138387,0,0,142,3516598,0.6751054852320675,31.600742264458205,0.19529837251356238,57305.1196503918,0.0,0.04279686558167571,1059.8547317661241
2022-02-01,Región de Tarapacá,3286.0,450582091,2844,232646781,208,653,220588073,3,400015,846,5719679,0.8021911138161899,51.632496197013744,0.19872185027388922,67129.66311625075,0.18134026675141224,0.25745587340231285,1740.6205112598905
2022-02-01,Región de Valparaíso,10701.0,1302584538,9817,682068755,1212,2291,667359831,15,1067839,5362,33956646,0.8041304550976545,52.362724652578365,0.2140921409214092,62364.24922904401,0.16000948070247278,0.501074665919073,3173.2217549761704
2022-02-01,Región de la Araucanía,1062.0,226980391,866,77719948,92,229,77353146,0,0,286,7002785,0.7288135593220338,34.24082038875332,0.21563088512241055,72837.2372881356,0.0,0.2693032015065913,6593.959510357816
2022-02-01,Región de los Lagos,1425.0,135529688,1221,84247086,98,288,72987260,0,0,416,1839415,0.7880701754385965,62.16135168849499,0.20210526315789473,51219.1298245614,0.0,0.2919298245614035,1290.817543859649
2022-02-01,Región de los Ríos,90.0,8094722,87,5495024,9,26,4672875,0,0,0,0,0.8666666666666667,67.88403604225074,0.28888888888888886,51920.833333333336,0.0,0.0,0.0
2022-02-01,Región del Bío Bío,5187.0,500691555,4659,271672197,431,917,236714143,0,0,1111,12471435,0.815114709851552,54.25939269137463,0.1767881241565452,45636.040678619625,0.0,0.21418931945247735,2404.3637941006364
2022-02-01,Región del Libertador General Bernardo O’Higgins,996.0,87258042,834,50278875,15,157,48869858,0,0,28,95875,0.822289156626506,57.62090673545024,0.1576305220883534,49066.12248995984,0.0,0.028112449799196786,96.26004016064257
2022-02-01,Región del Maule,609.0,44195192,550,26405985,76,49,25384998,0,0,3,247744,0.7783251231527094,59.7485468555041,0.08045977011494253,41683.08374384236,0.0,0.0049261083743842365,406.8045977011494
2022-02-01,Santiago Metropolitan Region,2289.0,1300811571,1622,166123273,183,455,179335635,1,300000,773,7656051,0.6286588029707296,12.770740720909531,0.19877675840978593,78346.71690694627,0.16728409833327326,0.3377020532983836,3344.714285714286
2022-02-01,Tarapacá,4446.0,867674097,4039,356652851,353,1103,309989664,1,0,331,4492020,0.8290598290598291,41.104471394632405,0.24808816914080073,69723.27125506072,0.0,0.0744489428699955,1010.3508771929825
2022-02-01,Valparaiso Region,1323.0,807193524,814,99663313,34,238,101457372,0,0,135,1236682,0.5895691609977324,12.346892044688902,0.17989417989417988,76687.3560090703,0.0,0.10204081632653061,934.755857898715
2022-02-01,Valparaíso,27107.0,4927965011,22789,2131858558,1642,6954,2023332556,24,15635300,8134,119660072,0.7801305935736157,43.26042399329852,0.25653890139078467,74642.43759914413,0.7727498850169245,0.3000700925960084,4414.360571070203
2022-02-01,Valparíso,192.0,51436867,182,32763935,19,60,29344672,0,0,4,1384317,0.8489583333333334,63.69737682506985,0.3125,152836.83333333334,0.0,0.020833333333333332,7209.984375
2022-02-01,desconocido,5204.0,1850373300,4039,607951501,248,1034,396769202,2,7256,980,13974760,0.72847809377402,32.85561356727315,0.19869331283627978,76243.12106072252,0.0018287709740132502,0.18831667947732514,2685.388162951576
2022-02-01,Ñuble,247.0,23451190,169,13475814,2,49,16642547,0,0,12,254188,0.6761133603238867,57.46324173741289,0.19838056680161945,67378.73279352227,0.0,0.048582995951417005,1029.1012145748987
2022-03-01,Antofagasta,6624.0,807430348,5388,393795337,325,1186,413837598,9,129000,2293,26656292,0.7643417874396136,48.77143124176948,0.17904589371980675,62475.48278985507,0.03117164815943089,0.3461654589371981,4024.1986714975847
2022-03-01,Araucania,196.0,183024318,104,7257374,24,15,10283311,0,0,1,50581,0.40816326530612246,3.965251218693245,0.07653061224489796,52465.87244897959,0.0,0.00510204081632653,258.06632653061223
2022-03-01,Araucanía,6433.0,935472993,5623,434115040,656,1569,489665170,6,2009500,1485,27665267,0.7721125446914348,46.40594044386271,0.24389864759832117,76117.70091714596,0.4103824660430719,0.23084097621638427,4300.52339499456
2022-03-01,Arica y Parinacota,2311.0,263808281,1866,128226848,6,392,129080146,1,5000,655,4371679,0.8048463868455215,48.606073893487824,0.1696235395932497,55854.67157074859,0.0038735623989765242,0.2834270878407616,1891.682821289485
2022-03-01,Atacama,605.0,74022654,230,10708365,0,84,17936171,0,0,25,1152000,0.38016528925619836,14.466334860136195,0.13884297520661157,29646.563636363637,0.0,0.04132231404958678,1904.1322314049587
2022-03-01,Aysén,179.0,10441923,205,6116905,63,33,5426695,0,0,0,0,0.7932960893854749,58.5802538478784,0.18435754189944134,30316.73184357542,0.0,0.0,0.0
2022-03-01,Bio Bio,358.0,23185247,269,13972363,0,80,12696544,0,0,45,751608,0.7513966480446927,60.26402479128215,0.22346368715083798,35465.20670391061,0.0,0.12569832402234637,2099.463687150838
2022-03-01,Bío Bío,12204.0,1153672177,10206,583873344,740,2361,531095043,1,0,2858,24191465,0.7756473287446739,50.60998745053379,0.19346116027531957,43518.11234021632,0.0,0.2341855129465749,1982.2570468698786
2022-03-01,Coquimbo,6494.0,2310026173,4970,551604179,368,1263,545785628,3,-375496,654,8246252,0.7086541422851863,23.878698234991816,0.19448721897135818,84044.5993224515,-0.06879917329006692,0.10070834616569141,1269.8263012011087
2022-03-01,Los Lagos,6054.0,780722861,4486,304203222,142,1209,276975859,2,2238127,485,12031279,0.7175421209117938,38.9643031088339,0.19970267591674926,45750.88519986786,0.8080585102544984,0.08011232243145028,1987.327221671622
2022-03-01,Los Ríos,1150.0,135981097,1038,85542977,88,289,82492908,0,0,44,867750,0.8260869565217391,62.90799154238328,0.25130434782608696,71732.96347826086,0.0,0.03826086956521739,754.5652173913044
2022-03-01,Los Ríos Region,472.0,1009525765,78,10908360,16,19,9938397,0,0,82,1083630,0.13135593220338984,1.0805430012972477,0.04025423728813559,21055.925847457627,0.0,0.17372881355932204,2295.826271186441
2022-03-01,Los lagos,160.0,6073404,92,3493087,0,20,4104991,0,0,0,0,0.575,57.514484463737304,0.125,25656.19375,0.0,0.0,0.0
2022-03-01,Magallanes y la Antártica Chilena,27.0,14599135,27,14599135,0,46,13793457,0,0,5,691670,1.0,100.0,1.7037037037037037,510868.77777777775,0.0,0.18518518518518517,25617.40740740741
2022-03-01,Maule,1752.0,113491226,1412,62852773,38,251,64651894,1,0,352,2183821,0.7842465753424658,55.3811736953128,0.1432648401826484,36901.76598173516,0.0,0.2009132420091324,1246.4731735159817
2022-03-01,O'Higgins,1935.0,409793421,1751,133571552,283,388,93971120,2,1000,920,23596023,0.758656330749354,32.594850272132604,0.20051679586563306,48563.88630490956,0.0010641567324088507,0.4754521963824289,12194.327131782946
2022-03-01,RM,432.0,115612845,481,37323348,100,109,33801194,0,0,150,1154896,0.8819444444444444,32.28304605772828,0.2523148148148148,78243.50462962964,0.0,0.3472222222222222,2673.3703703703704
2022-03-01,Región Metropolitana,254173.0,48961475778,233111,22063371277,25830,61088,22070717184,130,220123101,89661,1106567294,0.8155114823368336,45.06271701661778,0.2403402407021989,86833.44487416052,0.9973536390542695,0.3527558001833397,4353.5989031092995
2022-03-01,Región de Antofagasta,3480.0,626880461,2914,222952955,275,472,206320002,1,200000,643,12163303,0.7583333333333333,35.565465646248626,0.135632183908046,59287.356896551726,0.09693679626854598,0.18477011494252873,3495.202011494253
2022-03-01,Región de Arica y Parinacota,600.0,63335008,569,40822342,36,135,42868307,0,0,0,0,0.8883333333333333,64.4546251577011,0.225,71447.17833333333,0.0,0.0,0.0
2022-03-01,Región de Atacama,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2022-03-01,Región de Coquimbo,3316.0,572688433,2809,181185903,496,610,171002089,1,9495354,159,3014862,0.6975271411338962,31.637779385706573,0.18395657418576597,51568.784378769604,5.552770761765372,0.04794933655006031,909.186369119421
2022-03-01,Región de Tarapacá,3286.0,443580391,2752,222392845,151,651,220107598,1,0,764,4935770,0.7915398660986002,50.135860266194676,0.19811320754716982,66983.44430919051,0.0,0.2325015216068168,1502.0602556299452
2022-03-01,Región de Valparaíso,10719.0,1303480472,10107,674649349,1491,2321,656982454,7,461334,5650,28841651,0.8038063252169045,51.757534039988286,0.21653139285381098,61291.39415990298,0.07022014015613269,0.5271014087134994,2690.703517119134
2022-03-01,Región de la Araucanía,1062.0,226986645,847,72183445,91,196,63810644,0,0,242,6782179,0.711864406779661,31.800745369843238,0.18455743879472694,60085.352165725046,0.0,0.2278719397363465,6386.232580037665
2022-03-01,Región de los Lagos,1425.0,138510355,1139,79923298,71,293,79358410,0,0,436,7865221,0.7494736842105263,57.702038233892324,0.2056140350877193,55690.11228070175,0.0,0.3059649122807018,5519.453333333333
2022-03-01,Región de los Ríos,90.0,8770942,69,5095227,0,34,6010123,0,0,0,0,0.7666666666666667,58.0921296709065,0.37777777777777777,66779.14444444445,0.0,0.0,0.0
2022-03-01,Región del Bío Bío,5447.0,515290502,4796,269753398,363,929,246695232,6,5000,2197,27150869,0.8138424821002387,52.34977104235467,0.170552597760235,45290.11051955205,0.002026792313521487,0.4033412887828162,4984.554617220489
2022-03-01,Región del Libertador General Bernardo O’Higgins,996.0,88663095,818,49981652,50,176,49813794,0,0,42,208521,0.7710843373493976,56.372555007243996,0.17670682730923695,50013.84939759036,0.0,0.04216867469879518,209.35843373493975
2022-03-01,Región del Maule,609.0,45919702,597,29680655,88,56,26620809,0,0,7,348448,0.8357963875205254,64.63599219350334,0.09195402298850575,43712.33004926109,0.0,0.011494252873563218,572.1642036124795
2022-03-01,Santiago Metropolitan Region,2290.0,1342164403,1805,181351283,103,477,220453168,0,0,1166,35276415,0.743231441048035,13.511853137711327,0.20829694323144105,96267.75895196506,0.0,0.509170305676856,15404.548034934498
2022-03-01,Tarapacá,4769.0,878778728,3985,324924241,290,1263,347393302,4,60000,713,10826631,0.7747955546236108,36.97452278339628,0.26483539526106104,72844.05577689243,0.017271490168224372,0.1495072342210107,2270.209897253093
2022-03-01,Valparaiso Region,1326.0,819933906,896,101422458,48,219,86816169,0,0,90,1170412,0.6395173453996983,12.369589458104443,0.16515837104072398,65472.22398190045,0.0,0.06787330316742081,882.6636500754148
2022-03-01,Valparaíso,29133.0,5289275230,24493,2312841323,1678,7527,2189309195,23,16703028,9511,119243461,0.7831325301204819,43.72699892571104,0.2583668005354752,75148.77269762813,0.7629360000015896,0.32646826622730235,4093.071808601929
2022-03-01,Valparíso,192.0,49110838,178,27017036,24,56,27018960,0,0,0,0,0.8020833333333334,55.012370181913816,0.2916666666666667,140723.75,0.0,0.0,0.0
2022-03-01,desconocido,5055.0,1701946168,3956,416666542,332,1068,402469219,0,0,1111,22417617,0.716913946587537,24.48176974302515,0.21127596439169138,79618.0453016815,0.0,0.21978239366963404,4434.741246290801
2022-03-01,Ñuble,247.0,21980528,170,12566327,1,39,13447279,0,0,8,307224,0.6842105263157895,57.17026906723988,0.15789473684210525,54442.425101214576,0.0,0.032388663967611336,1243.8218623481782
2022-04-01,Antofagasta,6999.0,879404376,6149,451612709,459,1239,429480707,2,663540,2991,29057724,0.8129732818974139,51.35438500478874,0.17702528932704673,61363.15287898271,0.15449820892653043,0.42734676382340336,4151.696528075439
2022-04-01,Araucania,398.0,201181867,86,5072716,8,23,12567392,0,0,18,208717,0.19597989949748743,2.521457860812078,0.05778894472361809,31576.361809045226,0.0,0.04522613065326633,524.4145728643216
2022-04-01,Araucanía,6972.0,990414918,6206,491997406,869,1652,475774467,5,468032,1498,29828331,0.7654905335628227,49.67588806048255,0.23694779116465864,68240.74397590362,0.09837266025459075,0.21485943775100402,4278.303356282272
2022-04-01,Arica y Parinacota,2314.0,273032864,1720,119704745,18,346,128340116,1,5000,1011,4377532,0.7355229040622299,43.84261412574861,0.1495246326707001,55462.452895419185,0.0038958979903056965,0.4369057908383751,1891.7597234226448
2022-04-01,Atacama,609.0,82486396,218,9475945,0,61,18760603,0,0,22,866136,0.3579638752052545,11.487888257355795,0.10016420361247948,30805.587848932675,0.0,0.0361247947454844,1422.2266009852217
2022-04-01,Aysén,179.0,10683629,176,4795496,57,32,5412577,0,0,1,157760,0.664804469273743,44.88639581176022,0.1787709497206704,30237.86033519553,0.0,0.00558659217877095,881.340782122905
2022-04-01,Bio Bio,358.0,23284118,297,16031231,1,74,12223561,0,0,34,289918,0.8268156424581006,68.85049715003161,0.20670391061452514,34144.0251396648,0.0,0.09497206703910614,809.8268156424581
2022-04-01,Bío Bío,12380.0,1194112431,10646,625779155,736,2385,567037164,1,40,3129,45402457,0.8004846526655897,52.40537982474114,0.19264943457189015,45802.678836833606,7.054211353243859e-06,0.2527463651050081,3667.403634894992
2022-04-01,Coquimbo,6658.0,2371973310,4921,561320216,315,1328,566672840,1,374,1277,12139123,0.6917993391408831,23.66469359640476,0.19945929708621207,85111.57104235506,6.599928099606821e-05,0.19179933914088315,1823.2386602583358
2022-04-01,Los Lagos,6656.0,839104503,5303,359928426,386,1311,370360571,0,0,732,10616542,0.7387319711538461,42.89435043110477,0.19696514423076922,55643.11463341346,0.0,0.10997596153846154,1595.0333533653845
2022-04-01,Los Ríos,1156.0,134134288,870,74820070,16,259,82286328,0,0,50,1116807,0.7387543252595156,55.77997327573693,0.22404844290657439,71181.9446366782,0.0,0.04325259515570934,966.0960207612457
2022-04-01,Los Ríos Region,472.0,1010267916,99,12490972,31,19,10078960,0,0,82,1098964,0.1440677966101695,1.2364019288523065,0.04025423728813559,21353.728813559323,0.0,0.17372881355932204,2328.313559322034
2022-04-01,Los lagos,160.0,7257362,163,4985623,0,21,4782080,1,1,3,95726,1.01875,68.69745508078555,0.13125,29888.0,2.0911402569593146e-05,0.01875,598.2875
2022-04-01,Magallanes y la Antártica Chilena,32.0,13270535,25,13077727,0,36,12956583,0,0,3,313900,0.78125,98.54709700852302,1.125,404893.21875,0.0,0.09375,9809.375
2022-04-01,Maule,1775.0,120665354,1537,69370724,76,227,65575738,2,402092,340,1800571,0.8230985915492958,57.49017568041942,0.12788732394366198,36944.07774647887,0.613171902083664,0.19154929577464788,1014.4061971830986
2022-04-01,O'Higgins,1968.0,402536628,1748,117421422,231,386,105587917,11,17000,750,10613938,0.7708333333333334,29.170369559512483,0.19613821138211382,53652.3968495935,0.016100327085721372,0.38109756097560976,5393.261178861789
2022-04-01,RM,432.0,116082213,501,38728765,104,123,35283748,1,15000,225,2212001,0.9189814814814815,33.363220771816266,0.2847222222222222,81675.3425925926,0.04251249045311172,0.5208333333333334,5120.372685185185
2022-04-01,Región Metropolitana,257631.0,50416790355,240248,23241062426,25090,61338,22734707650,128,167591534,92528,1152666068,0.835140181111745,46.097861966921315,0.23808470253967884,88245.23310471178,0.7371615970614868,0.35914932597397053,4474.096937092198
2022-04-01,Región de Antofagasta,3483.0,640002197,2843,217079445,342,481,210432157,0,0,445,12736455,0.7180591444157336,33.91854684523841,0.13809933964972726,60416.927074361185,0.0,0.12776342233706575,3656.748492678725
2022-04-01,Región de Arica y Parinacota,600.0,61071520,561,38077852,24,134,34241664,0,0,55,550000,0.895,62.34960583918658,0.22333333333333333,57069.44,0.0,0.09166666666666666,916.6666666666666
2022-04-01,Región de Atacama,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2022-04-01,Región de Coquimbo,3327.0,574990289,3163,212147214,689,594,171098816,0,0,483,4620128,0.7436128644424407,36.89579077395514,0.17853922452660054,51427.35677787797,0.0,0.14517583408476104,1388.6768860835587
2022-04-01,Región de Tarapacá,3286.0,452245604,2887,229642790,216,633,220218423,2,107061,876,9270848,0.8128423615337796,50.778335481620296,0.19263542300669506,67017.17072428485,0.048615823572580937,0.26658551430310407,2821.3171028606207
2022-04-01,Región de Valparaíso,10722.0,1313769000,10099,680457198,1577,2297,651310613,6,321209,5393,25596787,0.7948144002984517,51.794280273016035,0.21423241932475284,60745.25396381272,0.049317329333922584,0.5029845178138407,2387.314586830815
2022-04-01,Región de la Araucanía,1062.0,242971252,1055,86189983,211,212,81966781,4,20000,218,6999490,0.7947269303201506,35.4733254615653,0.19962335216572505,77181.5263653484,0.024400128632598123,0.20527306967984935,6590.856873822975
2022-04-01,Región de los Lagos,1425.0,146076389,1215,82308506,73,286,74436992,0,0,689,8408285,0.8014035087719298,56.34620801038558,0.2007017543859649,52236.48561403509,0.0,0.48350877192982455,5900.550877192983
2022-04-01,Región de los Ríos,91.0,8601608,78,6526602,1,27,4229119,0,0,0,0,0.8461538461538461,75.87653378298569,0.2967032967032967,46473.83516483517,0.0,0.0,0.0
2022-04-01,Región del Bío Bío,5538.0,532306896,4794,270900447,348,975,262890611,1,0,1690,23429023,0.8028169014084507,50.89177860284568,0.176056338028169,47470.316179126035,0.0,0.3051643192488263,4230.592813289996
2022-04-01,Región del Libertador General Bernardo O’Higgins,996.0,89006786,878,51010737,75,173,49324950,0,0,37,221852,0.8062248995983936,57.31106502373875,0.17369477911646586,49523.0421686747,0.0,0.03714859437751004,222.7429718875502
2022-04-01,Región del Maule,609.0,44912207,590,28648607,80,51,26393782,0,0,21,693950,0.8374384236453202,63.78801870057288,0.08374384236453201,43339.54351395731,0.0,0.034482758620689655,1139.4909688013136
2022-04-01,Santiago Metropolitan Region,2516.0,1414763929,2188,222768212,131,511,226958285,0,0,1210,37177500,0.8175675675675675,15.745963509082369,0.20310015898251194,90205.99562798093,0.0,0.4809220985691574,14776.430842607313
2022-04-01,Tarapacá,4834.0,911151524,3764,329682382,158,1240,355499756,3,17983460,411,6663603,0.7459660736450144,36.183046761824876,0.25651634257343814,73541.52999586264,5.058642009307033,0.08502275548200249,1378.4863467107984
2022-04-01,Valparaiso Region,1330.0,832430461,880,106818599,57,232,97079752,1,323408,134,1812065,0.618796992481203,12.832134815402918,0.17443609022556392,72992.2947368421,0.3331364093307531,0.10075187969924812,1362.454887218045
2022-04-01,Valparaíso,29888.0,5471897975,25955,2373238906,2676,7588,2284847988,14,19304620,8791,122660948,0.7788744646680942,43.37140269871351,0.2538811563169165,76447.00173982869,0.8448973455296669,0.2941314239828694,4104.01994111349
2022-04-01,Valparíso,192.0,51248195,219,29224358,54,59,26452666,0,0,0,0,0.859375,57.025145958799136,0.3072916666666667,137774.30208333334,0.0,0.0,0.0
2022-04-01,desconocido,5056.0,1755989621,4183,441174377,350,959,396223708,0,0,1460,32479850,0.7581091772151899,25.12397406704262,0.18967563291139242,78367.03085443038,0.0,0.2887658227848101,6424.020965189873
2022-04-01,Ñuble,248.0,23303867,163,13251114,1,37,12642552,0,0,7,97055,0.6532258064516129,56.86229671667796,0.14919354838709678,50978.032258064515,0.0,0.028225806451612902,391.3508064516129
2022-05-01,Antofagasta,7136.0,926613635,6303,469233572,699,1209,452502902,9,598930,2809,33544274,0.7853139013452914,50.63961442786238,0.1694226457399103,63411.28110986547,0.13235937213945204,0.3936378923766816,4700.711042600897
2022-05-01,Araucania,419.0,222109927,144,14149155,32,24,11789344,0,0,85,1422184,0.26730310262529833,6.370338863782527,0.057279236276849645,28136.859188544153,0.0,0.20286396181384247,3394.233890214797
2022-05-01,Araucanía,7394.0,1048095717,6314,518951836,804,1793,533506629,2,900000,1994,41432336,0.745198809845821,49.513782718759074,0.2424939139843116,72153.99364349473,0.16869518597865443,0.2696781173924804,5603.507708953205
2022-05-01,Arica y Parinacota,2328.0,287541164,1983,144723737,9,366,129408693,1,5000,1009,4168235,0.8479381443298969,50.331484712220195,0.15721649484536082,55587.926546391755,0.00386372807273465,0.4334192439862543,1790.4789518900343
2022-05-01,Atacama,610.0,92152821,206,8659275,0,62,26398018,0,0,6,870484,0.3377049180327869,9.396646685400983,0.10163934426229508,43275.4393442623,0.0,0.009836065573770493,1427.0229508196721
2022-05-01,Aysén,179.0,13205443,261,7906459,115,31,6821476,0,0,0,0,0.8156424581005587,59.87272823789402,0.17318435754189945,38108.804469273746,0.0,0.0,0.0
2022-05-01,Bio Bio,358.0,21384027,271,13101162,0,80,17874419,0,0,2,10000,0.7569832402234636,61.26611231832059,0.22346368715083798,49928.54469273743,0.0,0.00558659217877095,27.932960893854748
2022-05-01,Bío Bío,13638.0,1307498482,11040,665183182,570,2632,641056140,0,0,3435,28160703,0.7677078750549934,50.874489810688736,0.19299017451239184,47005.14298284206,0.0,0.25186977562692475,2064.8704355477344
2022-05-01,Coquimbo,6896.0,2463513257,5427,586407649,383,1288,571236170,4,-122680,1618,32708569,0.7314385150812065,23.803713957444312,0.18677494199535963,82835.87151972158,-0.021476231100702185,0.23462877030162413,4743.121954756381
2022-05-01,Los Lagos,7059.0,905212447,5152,347347916,232,1322,368617581,1,1000000,1284,13977485,0.6969825754356141,38.37197744586471,0.18727865136704916,52219.51848703782,0.27128385935558513,0.18189545261368467,1980.094205978184
2022-05-01,Los Ríos,1258.0,204125479,1047,120984424,54,308,105355731,0,0,283,15855292,0.7893481717011129,59.26963385104904,0.24483306836248012,83748.59379968203,0.0,0.22496025437201908,12603.570747217806
2022-05-01,Los Ríos Region,472.0,1009840031,92,14993933,26,19,10236539,0,0,82,1116102,0.13983050847457626,1.4847829893564597,0.04025423728813559,21687.582627118645,0.0,0.17372881355932204,2364.6228813559323
2022-05-01,Los lagos,160.0,7384877,154,4848900,0,25,5060370,0,0,4,129070,0.9625,65.65986136261985,0.15625,31627.3125,0.0,0.025,806.6875
2022-05-01,Magallanes y la Antártica Chilena,37.0,14695636,34,14690494,0,48,14266127,1,158000,3,231500,0.918918918918919,99.96501002066192,1.2972972972972974,385571.0,1.1075185297313,0.08108108108108109,6256.756756756757
2022-05-01,Maule,2253.0,144237935,1876,85550056,49,304,87343280,2,237424,301,1688870,0.810918774966711,59.31175872699509,0.1349312028406569,38767.5454948957,0.27182858257670195,0.13359964491788726,749.6094096759875
2022-05-01,O'Higgins,1977.0,405597239,1579,102653065,172,351,100039234,0,0,981,12395455,0.7116843702579666,25.309113359127185,0.17754172989377845,50601.53464845726,0.0,0.496206373292868,6269.830551340415
2022-05-01,RM,431.0,118896278,460,41618319,67,133,46880477,1,60000,241,2300280,0.9118329466357309,35.00388716962191,0.308584686774942,108771.40835266821,0.12798504588594523,0.5591647331786543,5337.07656612529
2022-05-01,Región Metropolitana,264058.0,52609849278,239816,24083145097,24704,63575,24184234128,119,19341814,100695,1292163772,0.8146392080527762,45.77687529523281,0.2407614993675632,91586.82610638572,0.07997695481126049,0.38133667603329574,4893.484658673473
2022-05-01,Región de Antofagasta,3476.0,657266914,2962,232921324,287,465,211097189,0,0,513,11561596,0.7695627157652474,35.437859268236345,0.13377445339470656,60729.91628308401,0.0,0.14758342922899884,3326.12082853855
2022-05-01,Región de Arica y Parinacota,600.0,61327164,559,37875907,34,126,34843285,0,0,1,109537,0.875,61.76040848717543,0.21,58072.14166666667,0.0,0.0016666666666666668,182.56166666666667
2022-05-01,Región de Atacama,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2022-05-01,Región de Coquimbo,3327.0,547304259,2733,176055975,398,580,187720038,0,0,425,5349066,0.7018334836188759,32.16784304249312,0.17433122933573791,56423.21550946799,0.0,0.12774271115118727,1607.774571686204
2022-05-01,Región de Tarapacá,3286.0,462993658,3136,247970209,404,639,290289335,1,14614,716,6284329,0.8314059646987219,53.55801417910566,0.19446135118685332,88341.24619598295,0.005034287601368476,0.21789409616555083,1912.4555690809495
2022-05-01,Región de Valparaíso,10727.0,1332739501,10126,690458061,1473,2250,658106297,2,20000000,4702,28647608,0.8066561014263075,51.807428269509955,0.20975109536683137,61350.451850470774,3.039022737082244,0.4383331779621516,2670.6076256176007
2022-05-01,Región de la Araucanía,1062.0,246587111,1068,95697120,220,209,80954855,0,0,247,7593321,0.7984934086629002,38.80864640974686,0.1967984934086629,76228.67702448211,0.0,0.23258003766478344,7150.0197740113
2022-05-01,Región de los Lagos,1425.0,146532081,1163,83248606,65,284,74608796,2,327000,397,2993890,0.7705263157894737,56.81254605262856,0.19929824561403509,52357.0498245614,0.43828612379698506,0.2785964912280702,2100.975438596491
